epoch,loss,mae,val_loss,val_mae
0,1.9623066186904907,1.0040678977966309,0.8835657835006714,0.7276932001113892
1,0.752023458480835,0.671155571937561,0.6888227462768555,0.6412187814712524
2,0.6143574714660645,0.6080779433250427,0.6110687255859375,0.602087676525116
3,0.5549340844154358,0.57770836353302,0.5749405026435852,0.5826651453971863
4,0.524951159954071,0.5620410442352295,0.5548727512359619,0.5716060400009155
5,0.508078932762146,0.5528948903083801,0.5432117581367493,0.5651378035545349
6,0.49768275022506714,0.5473304390907288,0.5355257987976074,0.5607011914253235
7,0.4907596707344055,0.5434938669204712,0.529768168926239,0.5575697422027588
8,0.4851316511631012,0.5404351949691772,0.5255467295646667,0.5553156733512878
9,0.48093950748443604,0.5382208824157715,0.5221877098083496,0.5534507632255554
0,2.0495896339416504,1.006846308708191,0.8362860679626465,0.7265641689300537
1,0.7542762160301208,0.673439085483551,0.6485033631324768,0.6386577486991882
2,0.623268723487854,0.6139618158340454,0.5683110952377319,0.5945881009101868
3,0.5641527771949768,0.584449291229248,0.5296486020088196,0.5717584490776062
4,0.5342309474945068,0.5684702396392822,0.5105366706848145,0.5600966215133667
5,0.5167155861854553,0.5589555501937866,0.49944210052490234,0.5527320504188538
6,0.5056228637695312,0.5529900789260864,0.4924282729625702,0.5479109883308411
7,0.4983157217502594,0.5490444898605347,0.48736533522605896,0.5444875955581665
8,0.4929308593273163,0.5460571646690369,0.48362961411476135,0.542020320892334
9,0.4885147213935852,0.5437451601028442,0.4808475077152252,0.5402295589447021
0,2.252471446990967,1.0510352849960327,0.8143852949142456,0.6995691657066345
1,0.719877302646637,0.6614479422569275,0.6120166182518005,0.6064315438270569
2,0.5943007469177246,0.600264310836792,0.5449264049530029,0.5722777247428894
3,0.5435925126075745,0.573313295841217,0.5177719593048096,0.5581385493278503
4,0.5200905203819275,0.561130166053772,0.5048312544822693,0.5517805814743042
5,0.5069749355316162,0.5543276071548462,0.4978499114513397,0.5487533807754517
6,0.4981473386287689,0.5496227741241455,0.49382704496383667,0.5472328066825867
7,0.49192991852760315,0.546420156955719,0.4911274015903473,0.5463220477104187
8,0.4872540533542633,0.5440605282783508,0.4891306757926941,0.5454375743865967
9,0.4833790063858032,0.5419375896453857,0.48760905861854553,0.5444778800010681
0,2.0985686779022217,0.9885984659194946,0.7775720357894897,0.6963958740234375
1,0.6891679763793945,0.6442726254463196,0.6355178952217102,0.6241500377655029
2,0.5846306681632996,0.5935989022254944,0.5775026082992554,0.5937519669532776
3,0.5385696291923523,0.5699280500411987,0.5500847101211548,0.5784160494804382
4,0.5141546726226807,0.5567193627357483,0.535564661026001,0.5709554553031921
5,0.49947476387023926,0.5486067533493042,0.5276152491569519,0.5673365592956543
6,0.4899929463863373,0.5436015725135803,0.5229207277297974,0.5654917359352112
7,0.48332005739212036,0.5399860143661499,0.5193448662757874,0.5642237067222595
8,0.4779108762741089,0.5370572209358215,0.5169255137443542,0.5634878277778625
9,0.4737095534801483,0.5348140597343445,0.5145752429962158,0.5625901222229004
0,2.252122163772583,1.0338521003723145,0.8980090022087097,0.7067315578460693
1,0.707599401473999,0.6538760662078857,0.7175374627113342,0.6357282400131226
2,0.6038467288017273,0.6028310656547546,0.63593989610672,0.6048569679260254
3,0.5557229518890381,0.5777888894081116,0.5928010940551758,0.5887001752853394
4,0.5294066667556763,0.5643175840377808,0.5673716068267822,0.5789621472358704
5,0.5126566290855408,0.5559114813804626,0.5523608326911926,0.5723530054092407
6,0.5013716816902161,0.5505068302154541,0.541902482509613,0.5677141547203064
7,0.49357831478118896,0.5467125773429871,0.5349069833755493,0.5646427273750305
8,0.48788976669311523,0.543895959854126,0.5293262004852295,0.5622391104698181
9,0.48367488384246826,0.5418509244918823,0.5248751044273376,0.5602307319641113
