epoch,loss,mae,val_loss,val_mae
1,0.8705111742019653,0.7171420454978943,0.6807491183280945,0.620883047580719
2,0.6493505239486694,0.6169961094856262,0.5905532240867615,0.5826793313026428
3,0.5740319490432739,0.5817996263504028,0.561224639415741,0.5710612535476685
4,0.5416410565376282,0.5668723583221436,0.5502099990844727,0.5671436786651611
5,0.524015486240387,0.5590081214904785,0.5406851172447205,0.5624070167541504
6,0.5115256905555725,0.5533778667449951,0.5378111004829407,0.5601158142089844
7,0.5021089911460876,0.5491992831230164,0.5337715148925781,0.5574778914451599
8,0.49451467394828796,0.5456823110580444,0.5316755771636963,0.555967390537262
9,0.48828762769699097,0.5428497195243835,0.5354143977165222,0.5572636127471924
10,0.48201367259025574,0.5397365689277649,0.5297544002532959,0.5542781352996826
11,0.4768231213092804,0.5370607376098633,0.5265657305717468,0.5523928999900818
12,0.4719921052455902,0.5343936681747437,0.5260881185531616,0.5511519908905029
13,0.46702584624290466,0.5317379236221313,0.525738000869751,0.5507892370223999
14,0.4628777503967285,0.5298346877098083,0.5272977948188782,0.5512039661407471
15,0.459052711725235,0.5278202891349792,0.5272157788276672,0.551400899887085
16,0.45542213320732117,0.5258210897445679,0.5259526968002319,0.550835371017456
17,0.45233216881752014,0.5241656303405762,0.5253167748451233,0.5504966378211975
18,0.448884516954422,0.5219513773918152,0.5258533358573914,0.5504119396209717
19,0.4461025595664978,0.5201904773712158,0.5232222676277161,0.5489935874938965
0,5.133218288421631,1.62753427028656,1.1905627250671387,0.8636122345924377
1,0.9360832571983337,0.745535671710968,0.7826305627822876,0.689065158367157
2,0.6713617444038391,0.6375126838684082,0.6223294138908386,0.613469660282135
3,0.5802551507949829,0.5933292508125305,0.5721198320388794,0.5887937545776367
4,0.5432789921760559,0.5739421248435974,0.5470941066741943,0.5767920017242432
5,0.5221202969551086,0.5625558495521545,0.5347317457199097,0.5717070698738098
6,0.5083237290382385,0.5550768375396729,0.5292361378669739,0.5700985789299011
7,0.49811893701553345,0.5497598648071289,0.5264449715614319,0.5694835782051086
8,0.4896409809589386,0.5454444885253906,0.5225245952606201,0.5681112408638
9,0.48251834511756897,0.5417081713676453,0.5202084183692932,0.5675595998764038
10,0.4773048460483551,0.5390209555625916,0.5182088017463684,0.5666090846061707
11,0.47195303440093994,0.5361140966415405,0.5157113075256348,0.5650379657745361
12,0.4674449563026428,0.5337790250778198,0.5138038992881775,0.5631691217422485
13,0.4636339843273163,0.531480073928833,0.5106151103973389,0.5613387823104858
14,0.4608408510684967,0.5294489860534668,0.5108175873756409,0.5615594387054443
15,0.4574885368347168,0.5274337530136108,0.5111404061317444,0.5624606013298035
16,0.45431724190711975,0.525669276714325,0.5108420252799988,0.5623276829719543
17,0.45147964358329773,0.5239173173904419,0.5112147927284241,0.5621905326843262
18,0.448474645614624,0.5219265818595886,0.5104091763496399,0.5613520741462708
19,0.4458613097667694,0.5201529264450073,0.5086640119552612,0.5608820915222168
0,4.358880043029785,1.5033365488052368,1.2451810836791992,0.8013325929641724
1,0.8136241436004639,0.6941417455673218,0.8971696496009827,0.6968008279800415
2,0.6309690475463867,0.613323450088501,0.806739091873169,0.6720466017723083
3,0.5685014128684998,0.5840657353401184,0.7826732397079468,0.6688000559806824
4,0.5388564467430115,0.5702868103981018,0.7569828033447266,0.6604442000389099
5,0.5209936499595642,0.5619803071022034,0.7472794651985168,0.6595606803894043
6,0.5086141228675842,0.5557770133018494,0.7371635437011719,0.6573194265365601
7,0.49915146827697754,0.5509827733039856,0.7210724949836731,0.6515881419181824
8,0.4911903738975525,0.5465734004974365,0.7125745415687561,0.6494671106338501
9,0.4838089942932129,0.5426548719406128,0.7044810056686401,0.6457201242446899
10,0.47737646102905273,0.5390532612800598,0.6957768797874451,0.6416323184967041
11,0.4714283049106598,0.5355333685874939,0.6963530778884888,0.6425631642341614
12,0.46650341153144836,0.5325979590415955,0.6849268674850464,0.6374070644378662
13,0.4614959955215454,0.5297306180000305,0.6772487163543701,0.6340450048446655
14,0.457272469997406,0.5270036458969116,0.6820262670516968,0.637423574924469
15,0.4534629285335541,0.5247393846511841,0.6776657104492188,0.6359970569610596
16,0.4495968520641327,0.5222912430763245,0.672471821308136,0.6338512897491455
17,0.44641122221946716,0.5202962160110474,0.670436680316925,0.6328665614128113
18,0.4429783821105957,0.51810622215271,0.6755400896072388,0.6362529993057251
19,0.43985259532928467,0.5161058306694031,0.6714847087860107,0.6346760392189026
