epoch,loss,mae,val_loss,val_mae
0,4.891067028045654,1.5490000247955322,0.970745861530304,0.7439419627189636
1,0.7848341464996338,0.6630516052246094,0.710380494594574,0.6376571655273438
2,0.6163761019706726,0.5970162153244019,0.6413652300834656,0.6086975932121277
3,0.5556150674819946,0.5717473030090332,0.6131221652030945,0.5972416400909424
4,0.5267024636268616,0.5590983033180237,0.600709080696106,0.5927218198776245
5,0.5087902545928955,0.551116406917572,0.5922425389289856,0.5884690284729004
6,0.49578559398651123,0.5451134443283081,0.5851715803146362,0.585162341594696
7,0.48594769835472107,0.5406213998794556,0.5828943252563477,0.584168016910553
8,0.47809094190597534,0.5369765162467957,0.5763813853263855,0.5807037949562073
9,0.471877783536911,0.5339349508285522,0.5736631155014038,0.5792332291603088
10,0.4670054614543915,0.5314129590988159,0.5664498209953308,0.5754667520523071
11,0.4626612365245819,0.5288061499595642,0.5618654489517212,0.5733869075775146
12,0.4585283696651459,0.5263104438781738,0.5552981495857239,0.570159375667572
13,0.4548496603965759,0.5242159366607666,0.5536766648292542,0.5694209933280945
14,0.4512498080730438,0.5219923257827759,0.5511895418167114,0.568152904510498
15,0.44833680987358093,0.5203326940536499,0.5489890575408936,0.5667425990104675
16,0.44534575939178467,0.5183770060539246,0.5487803220748901,0.5666258931159973
17,0.44243210554122925,0.5165837407112122,0.542515754699707,0.5636584758758545
18,0.4397585690021515,0.5149396657943726,0.542660117149353,0.5633447766304016
19,0.4371533691883087,0.5132638812065125,0.5431578755378723,0.5639302730560303
0,6.0604119300842285,1.7855759859085083,1.1560248136520386,0.8511896133422852
1,0.9594454765319824,0.7439932823181152,0.7200877666473389,0.6681681275367737
2,0.6698870062828064,0.6297755837440491,0.5964077711105347,0.6084811091423035
3,0.5870044231414795,0.5921949148178101,0.5426599383354187,0.5792245268821716
4,0.5491265058517456,0.5737373232841492,0.5147887468338013,0.563904345035553
5,0.527207612991333,0.5629715323448181,0.5017849206924438,0.5568484663963318
6,0.5120478868484497,0.5554778575897217,0.49589261412620544,0.5539644956588745
7,0.5017777681350708,0.5501501560211182,0.48984962701797485,0.5501049757003784
8,0.4940893352031708,0.5460526943206787,0.48611897230148315,0.548389732837677
9,0.48802292346954346,0.5430439710617065,0.4841170907020569,0.5474649667739868
10,0.48261964321136475,0.5400943160057068,0.48223763704299927,0.5462229251861572
11,0.4778701066970825,0.5374171137809753,0.4800914525985718,0.5455515384674072
12,0.47364407777786255,0.53482586145401,0.4764130711555481,0.5435844659805298
13,0.46953555941581726,0.5324470400810242,0.4752027690410614,0.5427036881446838
14,0.4658306837081909,0.5303018093109131,0.4722827076911926,0.5409120321273804
15,0.462200403213501,0.5282142758369446,0.4712563753128052,0.5407083630561829
16,0.45886871218681335,0.5259212851524353,0.46989840269088745,0.5394080877304077
17,0.455443412065506,0.5238413214683533,0.468828409910202,0.5392447710037231
18,0.45238763093948364,0.5220826268196106,0.46864190697669983,0.5392008423805237
19,0.4489738941192627,0.5198845863342285,0.46796077489852905,0.5389079451560974
0,4.13278865814209,1.4609043598175049,1.0666956901550293,0.7711663246154785
