epoch,loss,mae,val_loss,val_mae
0,827104.375,95.47745513916016,356.3468017578125,12.935211181640625
1,16251.9814453125,26.131439208984375,23544.62890625,102.3796157836914
2,1393.294189453125,12.577376365661621,1496.56005859375,24.322355270385742
3,2103.55859375,10.77318286895752,31.275508880615234,1.4470564126968384
4,142.6172332763672,2.322187662124634,72.7737045288086,1.6345573663711548
5,76.00270080566406,1.6640790700912476,25.419368743896484,1.2250778675079346
6,24.26590347290039,1.2658027410507202,49.0434684753418,1.3008331060409546
7,2.1825575828552246,1.078676700592041,29.62197494506836,1.3074986934661865
8,1.7314074039459229,1.0753178596496582,29.56296157836914,1.2741668224334717
9,1.7305004596710205,1.0722483396530151,29.540571212768555,1.261099934577942
10,1.729897379875183,1.0708701610565186,29.528005599975586,1.2536555528640747
11,1.7294650077819824,1.0699310302734375,29.519826889038086,1.2487692832946777
12,1.7291380167007446,1.0692222118377686,29.514060974121094,1.245301604270935
13,1.7288804054260254,1.0687623023986816,29.509784698486328,1.2427194118499756
14,1.7286741733551025,1.0684618949890137,29.506498336791992,1.2407288551330566
15,1.7285053730010986,1.068244218826294,29.50390625,1.2391523122787476
16,1.7283642292022705,1.0680935382843018,29.501821517944336,1.2378814220428467
17,1.7282465696334839,1.0679852962493896,29.500110626220703,1.2368419170379639
18,1.728147268295288,1.06788969039917,29.498706817626953,1.235980749130249
19,1.7280625104904175,1.067811131477356,29.497529983520508,1.2352619171142578
